,cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
1939,ENT1ST0014HS0025CN000673P1,Our western civilisation risks to be destroyed by islam.,Islam has existed alongside and within western civilisation for centuries. The scapegoating of Muslims as a threat is what is really worrying in our society.,Islamophobia,generic,"denouncing , facts",21.0,female,Master
1940,ENT1ST0014HS0025CN000673P2,"The western society is in danger, because of the islamic menace.",Islam has existed alongside and within western civilisation for centuries. The scapegoating of Muslims as a threat is what is really worrying in our society.,Islamophobia,generic,"denouncing , facts",21.0,female,Master
1941,ENT1ST0014HS0025CN000674,Islam is the greatest threat to Western civilisation.,"Do you think maybe the media paints this picture of Islam to distract people from actual threats to civilisation, which are a conflict of interest for the powerful? Climate change and capitalist exploitation spring to mind.",Islamophobia,generic,facts,21.0,female,Master
1942,ENT1ST0014HS0025CN000674P1,Our western civilisation risks to be destroyed by islam.,"Do you think maybe the media paints this picture of Islam to distract people from actual threats to civilisation, which are a conflict of interest for the powerful? Climate change and capitalist exploitation spring to mind.",Islamophobia,generic,facts,21.0,female,Master
1943,ENT1ST0014HS0025CN000674P2,"The western society is in danger, because of the islamic menace.","Do you think maybe the media paints this picture of Islam to distract people from actual threats to civilisation, which are a conflict of interest for the powerful? Climate change and capitalist exploitation spring to mind.",Islamophobia,generic,facts,21.0,female,Master
1944,ENT1ST0014HS0025CN000675,Islam is the greatest threat to Western civilisation.,"A much bigger threat to our diverse, tolerant western civilisation is hatred generalised to entire religions.",Islamophobia,generic,denouncing,21.0,female,Master
1945,ENT1ST0014HS0025CN000675P1,Our western civilisation risks to be destroyed by islam.,"A much bigger threat to our diverse, tolerant western civilisation is hatred generalised to entire religions.",Islamophobia,generic,denouncing,21.0,female,Master
1946,ENT1ST0014HS0025CN000675P2,"The western society is in danger, because of the islamic menace.","A much bigger threat to our diverse, tolerant western civilisation is hatred generalised to entire religions.",Islamophobia,generic,denouncing,21.0,female,Master
1947,ENT1ST0014HS0025CN000676,Islam is the greatest threat to Western civilisation.,"Oh, the 95% of British Muslims who feel loyalty to the UK? Sounds terrifying!",Islamophobia,generic,"facts , humor",25.0,male,Some university without degree
1948,ENT1ST0014HS0025CN000676P1,Our western civilisation risks to be destroyed by islam.,"Oh, the 95% of British Muslims who feel loyalty to the UK? Sounds terrifying!",Islamophobia,generic,"facts , humor",25.0,male,Some university without degree
1949,ENT1ST0014HS0025CN000676P2,"The western society is in danger, because of the islamic menace.","Oh, the 95% of British Muslims who feel loyalty to the UK? Sounds terrifying!",Islamophobia,generic,"facts , humor",25.0,male,Some university without degree
1950,ENT1ST0014HS0031CN000685,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",Have you thought about what western value is what Islam is really about?,Islamophobia,generic,question,29.0,female,Master
1951,ENT1ST0014HS0031CN000685P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",Have you thought about what western value is what Islam is really about?,Islamophobia,generic,question,29.0,female,Master
1952,ENT1ST0014HS0031CN000685P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.",Have you thought about what western value is what Islam is really about?,Islamophobia,generic,question,29.0,female,Master
1953,ENT1ST0014HS0031CN000686,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","Go on talking to yourself, no one will listen.",Islamophobia,generic,humor,50.0,male,Bachelor
1954,ENT1ST0014HS0031CN000686P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","Go on talking to yourself, no one will listen.",Islamophobia,generic,humor,50.0,male,Bachelor
1955,ENT1ST0014HS0031CN000686P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.","Go on talking to yourself, no one will listen.",Islamophobia,generic,humor,50.0,male,Bachelor
1956,ENT1ST0014HS0031CN000687,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","What exactly is the West going to 'win'? Muslims are not waging a war on western society, it is only the fearmongering media spreading these myths and causing divide.",Islamophobia,generic,facts,21.0,female,Bachelor
1957,ENT1ST0014HS0031CN000687P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","What exactly is the West going to 'win'? Muslims are not waging a war on western society, it is only the fearmongering media spreading these myths and causing divide.",Islamophobia,generic,facts,21.0,female,Bachelor
1958,ENT1ST0014HS0031CN000687P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.","What exactly is the West going to 'win'? Muslims are not waging a war on western society, it is only the fearmongering media spreading these myths and causing divide.",Islamophobia,generic,facts,21.0,female,Bachelor
1959,ENT1ST0014HS0031CN000688,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",I thought our society was based on respect tolerance and merit. Hate and prejudice does not belong in western society.,Islamophobia,generic,facts,50.0,male,Bachelor
1960,ENT1ST0014HS0031CN000688P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",I thought our society was based on respect tolerance and merit. Hate and prejudice does not belong in western society.,Islamophobia,generic,facts,50.0,male,Bachelor
1961,ENT1ST0014HS0031CN000688P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.",I thought our society was based on respect tolerance and merit. Hate and prejudice does not belong in western society.,Islamophobia,generic,facts,50.0,male,Bachelor
1962,ENT1ST0014HS0031CN000689,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",Except for all the people who are muslim and live in the west peacefully?,Islamophobia,generic,hypocrisy,25.0,male,Master
1963,ENT1ST0014HS0031CN000689P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",Except for all the people who are muslim and live in the west peacefully?,Islamophobia,generic,hypocrisy,25.0,male,Master
1964,ENT1ST0014HS0031CN000689P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.",Except for all the people who are muslim and live in the west peacefully?,Islamophobia,generic,hypocrisy,25.0,male,Master
1965,ENT1ST0014HS0031CN000690,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",Let's do the Timewarp again! Let's not re-run the Crusades. It did not end well last time.,Islamophobia,generic,humor,61.0,male,Bachelor
1966,ENT1ST0014HS0031CN000690P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",Let's do the Timewarp again! Let's not re-run the Crusades. It did not end well last time.,Islamophobia,generic,humor,61.0,male,Bachelor
1967,ENT1ST0014HS0031CN000690P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.",Let's do the Timewarp again! Let's not re-run the Crusades. It did not end well last time.,Islamophobia,generic,humor,61.0,male,Bachelor
1968,ENT1ST0014HS0031CN000691,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","Islam does belong in our multicultural Western society. Unfortunately for you, intolerance doesn't.",Islamophobia,generic,"denouncing , facts",21.0,female,Bachelor
1969,ENT1ST0014HS0031CN000691P1,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","Islam does belong in our multicultural Western society. Unfortunately for you, intolerance doesn't.",Islamophobia,generic,"denouncing , facts",21.0,female,Bachelor
1970,ENT1ST0014HS0031CN000691P2,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.","Islam does belong in our multicultural Western society. Unfortunately for you, intolerance doesn't.",Islamophobia,generic,"denouncing , facts",21.0,female,Bachelor
